Codigo_Cliente,Tipo_De_Persona,Segmento,Edad,Zona,Sexo,Limite_TC
143091.0,N,Clasico,33.0,Norte,F,37500.0
143094.0,N,Clasico,28.0,Norte,F,20000.0
143095.0,N,Clasico,30.0,Norte,M,20000.0
143100.0,N,Prestige,46.0,Norte,M,200000.0
143103.0,N,Clasico,62.0,Metropolitana,F,10000.0
143106.0,N,Clasico,29.0,Norte,M,25000.0
143107.0,N,Mi_Negocio,51.0,Norte,M,200000.0
143117.0,N,Emergente,29.0,Metropolitana,M,600000.0
143148.0,N,Clasico,34.0,Metropolitana,F,32000.0
143152.0,N,Emergente,39.0,Norte,F,69000.0
143155.0,N,Emergente,37.0,Norte,M,90000.0
143159.0,N,Preferencial,30.0,Norte,F,80000.0
143161.0,N,Emergente,35.0,Norte,F,53000.0
143188.0,N,Clasico,66.0,Norte,M,62500.0
143189.0,N,Clasico,48.0,Metropolitana,F,25000.0
143199.0,N,Prestige,54.0,Metropolitana,M,300000.0
143201.0,N,Clasico,59.0,Norte,M,20000.0
143211.0,N,Preferencial,72.0,Metropolitana,M,100000.0
143216.0,N,Clasico,45.0,Norte,F,45000.0
143217.0,N,Preferencial,62.0,Norte,F,50000.0
143220.0,N,Emergente,66.0,Norte,F,40000.0
143262.0,N,Emergente,35.0,Norte,F,7000.0
143282.0,N,Preferencial,43.0,Norte,M,112000.0
143305.0,N,Preferencial,50.0,Metropolitana,F,189000.0
143315.0,N,Preferencial,35.0,Metropolitana,M,212000.0
143390.0,N,Emergente,47.0,Norte,M,50000.0
143394.0,N,Prestige,46.0,Metropolitana,M,150000.0
143405.0,N,Emergente,29.0,Metropolitana,F,60000.0
143430.0,N,Emergente,51.0,Metropolitana,F,5000.0
143431.0,N,Clasico,49.0,Metropolitana,F,15000.0
143445.0,N,Clasico,37.0,Norte,F,27000.0
143473.0,N,Clasico,40.0,Norte,M,54000.0
143497.0,N,Clasico,52.0,Norte,F,32000.0
143500.0,N,Emergente,40.0,Metropolitana,M,40500.0
143521.0,N,Clasico,33.0,Norte,M,40000.0
143545.0,N,Preferencial,50.0,Metropolitana,F,50000.0
143548.0,N,Clasico,58.0,Norte,F,15000.0
143557.0,N,Emergente,25.0,Metropolitana,F,32000.0
143565.0,N,Clasico,71.0,Metropolitana,F,20000.0
143572.0,N,Emergente,34.0,Metropolitana,F,25000.0
143579.0,N,Emergente,39.0,Metropolitana,M,34000.0
143593.0,N,Preferencial,50.0,Norte,M,99592.0
143597.0,N,Clasico,34.0,Metropolitana,M,37000.0
143606.0,N,Preferencial,38.0,Norte,F,75000.0
143614.0,N,Clasico,61.0,Norte,F,48000.0
143626.0,N,Emergente,53.0,Norte,M,52000.0
143631.0,N,Emergente,49.0,Norte,M,15000.0
143650.0,N,Emergente,52.0,Norte,F,120000.0
143657.0,N,Emergente,51.0,Norte,F,60000.0
143662.0,N,Emergente,36.0,Norte,F,90000.0
143664.0,N,Preferencial,58.0,Metropolitana,M,72000.0
143673.0,N,Clasico,38.0,Metropolitana,M,20000.0
143679.0,N,Preferencial,51.0,Metropolitana,M,36000.0
143692.0,N,Clasico,58.0,Norte,M,75000.0
143697.0,N,Emergente,37.0,Metropolitana,F,250000.0
143700.0,N,Clasico,34.0,Metropolitana,M,18000.0
143706.0,N,Emergente,69.0,Metropolitana,M,15000.0
143708.0,N,Preferencial,54.0,Metropolitana,M,300000.0
143753.0,N,Clasico,38.0,Norte,F,16000.0
143761.0,N,Mi_Negocio,58.0,Metropolitana,M,1000000.0
143762.0,N,Preferencial,34.0,Metropolitana,F,100000.0
143802.0,N,Clasico,41.0,Metropolitana,M,12000.0
143819.0,N,Emergente,60.0,Metropolitana,F,300000.0
143823.0,N,Emergente,50.0,Metropolitana,F,158000.0
143825.0,N,Preferencial,64.0,Norte,M,20000.0
143855.0,N,Clasico,39.0,Metropolitana,F,32000.0
143857.0,N,Clasico,64.0,Norte,F,15000.0
143860.0,N,Emergente,60.0,Norte,M,80000.0
143861.0,N,Preferencial,51.0,Norte,M,97000.0
143880.0,N,Preferencial,51.0,Metropolitana,F,65000.0
143894.0,N,Emergente,67.0,Norte,M,106000.0
143901.0,N,Emergente,68.0,Norte,M,20000.0
143903.0,N,Emergente,36.0,Norte,M,15000.0
143917.0,N,Clasico,28.0,Norte,F,49500.0
143930.0,N,Emergente,33.0,Metropolitana,M,168000.0
143948.0,N,Preferencial,70.0,Metropolitana,F,300000.0
144002.0,N,Preferencial,56.0,Norte,F,225000.0
144007.0,N,Clasico,30.0,Norte,F,42000.0
144011.0,N,Clasico,50.0,Metropolitana,F,57000.0
144029.0,N,Preferencial,51.0,Norte,M,252000.0
144030.0,N,Emergente,54.0,Metropolitana,F,157000.0
144034.0,N,Clasico,32.0,Metropolitana,M,20000.0
144035.0,N,Clasico,29.0,Norte,M,60000.0
144038.0,N,Emergente,44.0,Metropolitana,F,73000.0
144040.0,N,Emergente,55.0,Norte,M,15000.0
144075.0,N,Clasico,28.0,Norte,M,101000.0
144079.0,N,Preferencial,40.0,Norte,M,110000.0
144080.0,N,Prestige,54.0,Norte,M,350000.0
144085.0,N,Clasico,27.0,Norte,M,36000.0
144090.0,N,Emergente,33.0,Norte,M,157000.0
144095.0,N,Preferencial,50.0,Metropolitana,M,40000.0
144108.0,N,Clasico,32.0,Metropolitana,M,72500.0
144109.0,N,Clasico,34.0,Metropolitana,M,32000.0
144112.0,N,Emergente,38.0,Metropolitana,M,40000.0
144114.0,N,Clasico,56.0,Metropolitana,F,45000.0
144138.0,N,Prestige,38.0,Norte,M,45000.0
144140.0,N,Emergente,48.0,Norte,F,25000.0
144144.0,N,Clasico,44.0,Norte,M,37000.0
144169.0,N,Prestige,49.0,Metropolitana,M,120000.0
144184.0,N,Emergente,41.0,Norte,F,40000.0
144205.0,N,Emergente,49.0,Metropolitana,F,15000.0
144215.0,N,Emergente,42.0,Metropolitana,F,27000.0
144223.0,N,Preferencial,50.0,Metropolitana,F,394000.0
144245.0,N,Emergente,51.0,Metropolitana,F,70000.0
144246.0,N,Preferencial,40.0,Metropolitana,F,120000.0
144255.0,N,Emergente,53.0,Norte,F,150000.0
144267.0,N,Emergente,59.0,Metropolitana,M,50000.0
144277.0,N,Emergente,61.0,Norte,F,20000.0
144297.0,N,Clasico,59.0,Metropolitana,M,20000.0
144306.0,N,Clasico,37.0,Metropolitana,F,9600.0
144321.0,N,Emergente,35.0,Metropolitana,M,52000.0
144330.0,N,Clasico,33.0,Norte,M,25000.0
144358.0,N,Clasico,34.0,Norte,M,42000.0
144359.0,N,Clasico,40.0,Norte,F,7200.0
144368.0,N,Emergente,33.0,Metropolitana,F,40000.0
144375.0,N,Preferencial,57.0,Metropolitana,M,200000.0
144376.0,N,Preferencial,54.0,Metropolitana,M,300000.0
144378.0,N,Preferencial,40.0,Metropolitana,M,375000.0
144385.0,N,Clasico,43.0,Norte,M,39000.0
144395.0,N,Emergente,52.0,Norte,F,94000.0
144429.0,N,Emergente,52.0,Norte,F,40000.0
144431.0,N,Clasico,53.0,Norte,M,63000.0
144443.0,N,Preferencial,44.0,Metropolitana,F,86400.0
144471.0,N,Emergente,48.0,Norte,M,21000.0
144480.0,N,Emergente,59.0,Metropolitana,M,175000.0
144483.0,N,Mi_Negocio,39.0,Metropolitana,F,363000.0
144490.0,N,Clasico,28.0,Metropolitana,M,14000.0
144492.0,N,Emergente,56.0,Metropolitana,F,50000.0
144499.0,N,Clasico,63.0,Metropolitana,M,42000.0
144502.0,N,Preferencial,55.0,Metropolitana,M,400000.0
144544.0,N,Emergente,37.0,Norte,F,60000.0
144552.0,N,Emergente,32.0,Metropolitana,M,140000.0
144592.0,N,Emergente,39.0,Norte,F,20000.0
144593.0,N,Clasico,45.0,Metropolitana,M,40000.0
144597.0,N,Emergente,26.0,Metropolitana,F,25000.0
144598.0,N,Clasico,26.0,Norte,F,20000.0
144600.0,N,Emergente,70.0,Norte,F,15000.0
144617.0,N,Emergente,55.0,Metropolitana,F,53000.0
144623.0,N,Emergente,44.0,Norte,F,42000.0
144630.0,N,Preferencial,59.0,Metropolitana,M,120000.0
144631.0,N,Emergente,47.0,Metropolitana,M,25000.0
144638.0,N,Clasico,70.0,Metropolitana,M,20000.0
144639.0,N,Mi_Negocio,36.0,Norte,M,360000.0
144659.0,N,Emergente,57.0,Metropolitana,F,63000.0
144670.0,N,Emergente,43.0,Norte,F,37500.0
144717.0,N,Emergente,48.0,Metropolitana,M,140000.0
144725.0,N,Preferencial,40.0,Norte,F,45000.0
144757.0,N,Clasico,54.0,Metropolitana,M,8000.0
144766.0,N,Emergente,43.0,Norte,F,25000.0
144776.0,N,Clasico,25.0,Metropolitana,F,28000.0
144786.0,N,Preferencial,39.0,Metropolitana,F,400000.0
144792.0,N,Preferencial,69.0,Metropolitana,M,174000.0
144794.0,N,Clasico,71.0,Metropolitana,F,30000.0
144802.0,N,Clasico,33.0,Norte,M,25000.0
144812.0,N,Preferencial,33.0,Norte,F,300000.0
144813.0,N,Clasico,27.0,Metropolitana,F,20000.0
144816.0,N,Preferencial,49.0,Metropolitana,M,150000.0
144818.0,N,Clasico,36.0,Norte,M,115000.0
144819.0,N,Emergente,60.0,Metropolitana,F,100000.0
144829.0,N,Clasico,50.0,Norte,M,25000.0
144836.0,N,Prestige,40.0,Metropolitana,M,160000.0
144838.0,N,Clasico,41.0,Norte,F,20000.0
144848.0,N,Mi_Negocio,68.0,Metropolitana,M,150000.0
144856.0,N,Emergente,35.0,Norte,M,18000.0
144861.0,N,Clasico,46.0,Metropolitana,M,25000.0
144867.0,N,Emergente,30.0,Metropolitana,F,6000.0
144872.0,N,Emergente,68.0,Metropolitana,F,15000.0
144877.0,N,Clasico,61.0,Metropolitana,M,6000.0
144891.0,N,Prestige,38.0,Metropolitana,M,300000.0
144894.0,N,Emergente,39.0,Norte,M,15000.0
144904.0,N,Emergente,40.0,Norte,M,25000.0
144919.0,N,Emergente,48.0,Metropolitana,F,74000.0
144930.0,N,Emergente,50.0,Metropolitana,F,100000.0
144933.0,N,Preferencial,25.0,Norte,M,55000.0
144961.0,N,Preferencial,55.0,Norte,F,150000.0
144983.0,N,Preferencial,32.0,Metropolitana,M,85000.0
145007.0,N,Preferencial,50.0,Metropolitana,M,10000.0
145020.0,N,Mi_Negocio,35.0,Metropolitana,M,200000.0
145021.0,N,Preferencial,65.0,Norte,M,30000.0
145023.0,N,Emergente,59.0,Norte,F,100000.0
145024.0,N,Clasico,42.0,Norte,M,40000.0
145034.0,N,Emergente,56.0,Metropolitana,F,53000.0
145046.0,N,Emergente,51.0,Norte,M,24000.0
145067.0,N,Emergente,39.0,Metropolitana,F,53000.0
145070.0,N,Mi_Negocio,50.0,Metropolitana,M,205320.0
145079.0,N,Preferencial,38.0,Metropolitana,M,97000.0
145090.0,N,Clasico,31.0,Norte,F,12000.0
145091.0,N,Clasico,43.0,Norte,F,16000.0
145125.0,N,Preferencial,44.0,Metropolitana,M,180000.0
145135.0,N,Preferencial,62.0,Metropolitana,F,400000.0
145141.0,N,Prestige,50.0,Norte,M,840000.0
145149.0,N,Emergente,63.0,Metropolitana,F,40000.0
145150.0,N,Emergente,61.0,Metropolitana,F,100000.0
145208.0,N,Clasico,32.0,Metropolitana,F,10000.0
145237.0,N,Mi_Negocio,63.0,Norte,M,315000.0
145270.0,N,Emergente,30.0,Metropolitana,F,250000.0
145298.0,N,Emergente,29.0,Metropolitana,M,105000.0
145304.0,N,Preferencial,36.0,Metropolitana,M,100000.0
145305.0,N,Mi_Negocio,36.0,Norte,M,300000.0
145308.0,N,Prestige,42.0,Norte,F,400000.0
145330.0,N,Clasico,47.0,Metropolitana,F,109500.0
145332.0,N,Clasico,71.0,Metropolitana,F,36000.0
145334.0,N,Mi_Negocio,70.0,Norte,F,42000.0
145340.0,N,Emergente,33.0,Norte,M,150000.0
145351.0,N,Emergente,50.0,Metropolitana,F,64175.0
145370.0,N,Preferencial,27.0,Metropolitana,F,24000.0
145373.0,N,Emergente,32.0,Norte,F,53000.0
145374.0,N,Emergente,35.0,Metropolitana,F,24000.0
145401.0,N,Emergente,48.0,Metropolitana,M,30000.0
145425.0,N,Preferencial,44.0,Metropolitana,M,83000.0
145428.0,N,Emergente,47.0,Metropolitana,F,40000.0
145441.0,N,Emergente,49.0,Metropolitana,M,50000.0
145457.0,N,Clasico,36.0,Metropolitana,M,8000.0
145463.0,N,Emergente,40.0,Norte,M,42000.0
145489.0,N,Preferencial,58.0,Norte,M,100000.0
145510.0,N,Emergente,55.0,Norte,F,40000.0
145511.0,N,Clasico,42.0,Norte,F,25000.0
145525.0,N,Mi_Negocio,31.0,Norte,M,735000.0
145530.0,N,Preferencial,72.0,Norte,M,400000.0
145547.0,N,Emergente,60.0,Norte,F,40000.0
145595.0,N,Prestige,41.0,Metropolitana,M,525000.0
145601.0,N,Clasico,34.0,Norte,F,37500.0
145603.0,N,Clasico,74.0,Metropolitana,F,15000.0
145625.0,N,Emergente,34.0,Metropolitana,M,374000.0
145642.0,N,Clasico,37.0,Norte,M,104000.0
145646.0,N,Emergente,45.0,Metropolitana,M,110000.0
145654.0,N,Emergente,46.0,Norte,M,35000.0
145660.0,N,Preferencial,37.0,Metropolitana,F,200000.0
145681.0,N,Clasico,29.0,Metropolitana,F,40500.0
145692.0,N,Preferencial,36.0,Metropolitana,M,65000.0
145700.0,N,Emergente,44.0,Metropolitana,M,40000.0
145720.0,N,Clasico,48.0,Norte,M,5000.0
145738.0,N,Prestige,54.0,Metropolitana,M,400000.0
145740.0,N,Prestige,33.0,Metropolitana,M,176000.0
145753.0,N,Clasico,34.0,Metropolitana,F,20000.0
145764.0,N,Emergente,43.0,Metropolitana,M,233000.0
145767.0,N,Emergente,60.0,Norte,M,210000.0
145770.0,N,Preferencial,53.0,Norte,F,225000.0
145771.0,N,Emergente,43.0,Metropolitana,M,60000.0
145774.0,N,Emergente,33.0,Metropolitana,M,25000.0
145785.0,N,Clasico,65.0,Norte,F,20000.0
145802.0,N,Emergente,55.0,Metropolitana,M,275000.0
145807.0,N,Clasico,45.0,Norte,M,15000.0
145823.0,N,Preferencial,44.0,Metropolitana,M,21000.0
145828.0,N,Prestige,55.0,Norte,M,506000.0
145831.0,N,Emergente,28.0,Norte,M,100000.0
145842.0,N,Clasico,74.0,Metropolitana,F,25000.0
145846.0,N,Emergente,67.0,Metropolitana,M,30000.0
145876.0,N,Emergente,33.0,Norte,F,127500.0
145877.0,N,Preferencial,49.0,Metropolitana,F,50000.0
145905.0,N,Clasico,28.0,Metropolitana,M,8000.0
145920.0,N,Mi_Negocio,46.0,Metropolitana,M,400000.0
145923.0,N,Emergente,47.0,Metropolitana,M,25000.0
145942.0,N,Preferencial,38.0,Norte,M,144000.0
145950.0,N,Mi_Negocio,49.0,Norte,M,400000.0
145953.0,N,Prestige,36.0,Metropolitana,M,200000.0
145963.0,N,Prestige,58.0,Norte,F,350000.0
145977.0,N,Preferencial,52.0,Norte,M,9600.0
145985.0,N,Prestige,42.0,Metropolitana,F,75000.0
145989.0,N,Emergente,42.0,Metropolitana,F,62500.0
145994.0,N,Clasico,37.0,Metropolitana,M,40000.0
146001.0,N,Clasico,56.0,Norte,M,20000.0
146027.0,N,Emergente,51.0,Metropolitana,M,20000.0
146033.0,N,Clasico,52.0,Metropolitana,F,10000.0
146052.0,N,Emergente,35.0,Metropolitana,M,50000.0
146057.0,N,Preferencial,37.0,Metropolitana,M,400000.0
146071.0,N,Clasico,56.0,Metropolitana,M,20000.0
146072.0,N,Clasico,29.0,Metropolitana,M,25000.0
146076.0,N,Emergente,33.0,Metropolitana,M,105000.0
146086.0,N,Emergente,46.0,Metropolitana,M,51000.0
146109.0,N,Emergente,57.0,Metropolitana,M,70000.0
146112.0,N,Emergente,31.0,Metropolitana,M,15000.0
146119.0,N,Emergente,59.0,Metropolitana,F,60000.0
146121.0,N,Clasico,46.0,Norte,F,29000.0
146128.0,N,Clasico,51.0,Metropolitana,M,37500.0
146154.0,N,Emergente,35.0,Norte,F,105000.0
146178.0,N,Preferencial,64.0,Norte,F,150000.0
146180.0,N,Emergente,42.0,Norte,M,360000.0
146184.0,N,Emergente,44.0,Metropolitana,F,64000.0
146213.0,N,Emergente,32.0,Metropolitana,M,22500.0
146214.0,N,Emergente,59.0,Norte,F,150000.0
146223.0,N,Emergente,52.0,Norte,F,400000.0
146230.0,N,Emergente,31.0,Norte,M,20000.0
146233.0,N,Prestige,38.0,Norte,M,100000.0
146235.0,N,Clasico,48.0,Metropolitana,F,112500.0
146239.0,N,Mi_Negocio,42.0,Norte,M,55000.0
146247.0,N,Emergente,39.0,Metropolitana,F,96000.0
146256.0,N,Emergente,34.0,Metropolitana,F,7000.0
146265.0,N,Prestige,41.0,Metropolitana,M,150000.0
146278.0,N,Emergente,54.0,Metropolitana,F,100000.0
146283.0,N,Clasico,32.0,Metropolitana,M,8000.0
146300.0,N,Preferencial,62.0,Metropolitana,M,277000.0
146321.0,N,Clasico,55.0,Metropolitana,F,15000.0
146322.0,N,Prestige,63.0,Metropolitana,M,454000.0
146324.0,N,Clasico,28.0,Metropolitana,M,20000.0
146352.0,N,Emergente,30.0,Norte,M,20000.0
146353.0,N,Clasico,31.0,Norte,F,150000.0
146379.0,N,Preferencial,35.0,Metropolitana,M,24000.0
146381.0,N,Emergente,46.0,Norte,M,20000.0
146392.0,N,Preferencial,40.0,Metropolitana,F,25000.0
146423.0,N,Preferencial,50.0,Norte,F,100000.0
146427.0,N,Emergente,35.0,Norte,F,50000.0
146438.0,N,Clasico,33.0,Metropolitana,M,21000.0
146443.0,N,Preferencial,39.0,Metropolitana,F,522000.0
146445.0,N,Mi_Negocio,39.0,Norte,F,200000.0
146448.0,N,Clasico,33.0,Metropolitana,F,9000.0
146460.0,N,Preferencial,49.0,Norte,M,105000.0
146472.0,N,Emergente,45.0,Metropolitana,F,90000.0
146475.0,N,Clasico,35.0,Norte,M,15000.0
146486.0,N,Prestige,48.0,Metropolitana,M,265000.0
146500.0,N,Preferencial,36.0,Metropolitana,M,30000.0
146506.0,N,Prestige,34.0,Norte,M,80000.0
146510.0,N,Emergente,63.0,Norte,F,20000.0
146511.0,N,Emergente,63.0,Norte,F,53000.0
146516.0,N,Clasico,38.0,Norte,F,37000.0
146527.0,N,Emergente,27.0,Norte,F,105000.0
146548.0,N,Clasico,51.0,Metropolitana,F,20000.0
146553.0,N,Emergente,34.0,Norte,F,262500.0
146555.0,N,Preferencial,42.0,Norte,M,100000.0
146565.0,N,Clasico,43.0,Metropolitana,F,25000.0
146572.0,N,Emergente,33.0,Norte,M,55000.0
146615.0,N,Emergente,33.0,Metropolitana,M,20000.0
146618.0,N,Emergente,33.0,Metropolitana,M,58000.0
146630.0,N,Prestige,41.0,Metropolitana,M,600000.0
146661.0,N,Emergente,30.0,Norte,F,25000.0
146663.0,N,Emergente,36.0,Metropolitana,F,40000.0
146681.0,N,Clasico,28.0,Norte,M,16000.0
146698.0,N,Emergente,26.0,Metropolitana,M,180000.0
146712.0,N,Preferencial,53.0,Metropolitana,F,74175.0
146714.0,N,Clasico,50.0,Norte,F,11000.0
146716.0,N,Preferencial,39.0,Norte,M,100000.0
146717.0,N,Mi_Negocio,52.0,Norte,F,200000.0
146719.0,N,Emergente,40.0,Metropolitana,F,60000.0
146720.0,N,Emergente,33.0,Metropolitana,M,37500.0
146728.0,N,Emergente,51.0,Norte,F,20000.0
146757.0,N,Emergente,52.0,Norte,M,18000.0
146771.0,N,Preferencial,61.0,Norte,F,37500.0
146792.0,N,Emergente,53.0,Metropolitana,F,16000.0
146816.0,N,Emergente,33.0,Metropolitana,M,84000.0
146819.0,N,Emergente,34.0,Metropolitana,F,10000.0
146832.0,N,Preferencial,59.0,Metropolitana,F,210000.0
146835.0,N,Emergente,56.0,Metropolitana,M,75000.0
146857.0,N,Preferencial,34.0,Metropolitana,F,30000.0
146869.0,N,Preferencial,40.0,Norte,F,200000.0
146871.0,N,Clasico,47.0,Norte,M,20000.0
146877.0,N,Mi_Negocio,56.0,Norte,M,100000.0
146881.0,N,Emergente,37.0,Norte,M,105000.0
146888.0,N,Clasico,39.0,Norte,M,30000.0
146891.0,N,Preferencial,62.0,Norte,F,300000.0
146894.0,N,Mi_Negocio,36.0,Norte,F,360000.0
146899.0,N,Emergente,34.0,Metropolitana,M,6000.0
146909.0,N,Clasico,35.0,Metropolitana,F,15000.0
146911.0,N,Emergente,40.0,Metropolitana,M,30000.0
146923.0,N,Emergente,57.0,Metropolitana,F,26000.0
146924.0,N,Clasico,33.0,Metropolitana,M,25000.0
146928.0,N,Clasico,56.0,Metropolitana,F,60000.0
146929.0,N,Emergente,39.0,Metropolitana,F,79000.0
146945.0,N,Prestige,37.0,Norte,M,100000.0
146949.0,N,Emergente,39.0,Metropolitana,M,75000.0
146978.0,N,Emergente,31.0,Metropolitana,M,38000.0
146983.0,N,Emergente,74.0,Norte,M,40000.0
146997.0,N,Preferencial,40.0,Norte,M,15000.0
146999.0,N,Emergente,35.0,Norte,F,15000.0
147019.0,N,Preferencial,46.0,Norte,F,238000.0
147044.0,N,Preferencial,48.0,Norte,M,200000.0
147047.0,N,Clasico,40.0,Metropolitana,F,25000.0
147053.0,N,Clasico,52.0,Norte,M,36000.0
147058.0,N,Preferencial,48.0,Metropolitana,M,150000.0
147067.0,N,Clasico,62.0,Metropolitana,F,26000.0
147069.0,N,Preferencial,49.0,Metropolitana,F,180000.0
147077.0,N,Preferencial,34.0,Metropolitana,M,80000.0
147079.0,N,Clasico,40.0,Metropolitana,M,261000.0
147081.0,N,Clasico,60.0,Norte,M,20000.0
147110.0,N,Clasico,44.0,Metropolitana,M,35000.0
147141.0,N,Mi_Negocio,46.0,Metropolitana,M,150000.0
147148.0,N,Preferencial,33.0,Metropolitana,M,384000.0
147149.0,N,Emergente,34.0,Metropolitana,M,60000.0
147156.0,N,Emergente,53.0,Norte,F,9600.0
147157.0,N,Preferencial,61.0,Norte,M,141000.0
147184.0,N,Prestige,48.0,Norte,M,230000.0
147215.0,N,Emergente,34.0,Metropolitana,F,163000.0
147219.0,N,Emergente,66.0,Metropolitana,F,36000.0
147229.0,N,Preferencial,41.0,Metropolitana,M,70000.0
147231.0,N,Prestige,43.0,Metropolitana,M,160000.0
147237.0,N,Mi_Negocio,43.0,Norte,M,150000.0
147240.0,N,Preferencial,39.0,Metropolitana,F,125000.0
147243.0,N,Preferencial,44.0,Metropolitana,M,52000.0
147257.0,N,Preferencial,63.0,Norte,M,79500.0
147271.0,N,Emergente,38.0,Metropolitana,F,214000.0
147287.0,N,Mi_Negocio,40.0,Metropolitana,M,700000.0
147291.0,N,Preferencial,50.0,Norte,F,75000.0
147331.0,N,Clasico,58.0,Metropolitana,M,25000.0
147342.0,N,Emergente,31.0,Metropolitana,F,30000.0
147353.0,N,Emergente,42.0,Metropolitana,F,48000.0
147360.0,N,Clasico,48.0,Norte,F,24000.0
147362.0,N,Clasico,26.0,Metropolitana,M,30000.0
147370.0,N,Emergente,40.0,Metropolitana,F,9600.0
147392.0,N,Clasico,37.0,Norte,F,31000.0
147393.0,N,Preferencial,61.0,Metropolitana,M,600000.0
147400.0,N,Mi_Negocio,27.0,Norte,F,45000.0
147452.0,N,Emergente,53.0,Metropolitana,M,30000.0
147470.0,N,Clasico,32.0,Metropolitana,M,28000.0
147480.0,N,Clasico,37.0,Norte,F,15000.0
147484.0,N,Emergente,25.0,Norte,M,50000.0
147500.0,N,Emergente,37.0,Metropolitana,F,100000.0
147506.0,N,Preferencial,45.0,Metropolitana,M,166000.0
147516.0,N,Emergente,33.0,Metropolitana,M,30000.0
147536.0,N,Preferencial,38.0,Metropolitana,F,200000.0
147552.0,N,Preferencial,34.0,Metropolitana,F,120000.0
147557.0,N,Prestige,67.0,Metropolitana,M,60000.0
147578.0,N,Emergente,59.0,Norte,M,100000.0
147581.0,N,Preferencial,51.0,Metropolitana,M,121330.0
147594.0,N,Clasico,38.0,Metropolitana,F,15000.0
147605.0,N,Preferencial,40.0,Metropolitana,M,300000.0
147617.0,N,Clasico,33.0,Norte,M,16000.0
147621.0,N,Clasico,43.0,Metropolitana,F,8000.0
147642.0,N,Preferencial,52.0,Metropolitana,M,150000.0
147648.0,N,Clasico,25.0,Metropolitana,M,50000.0
147659.0,N,Emergente,30.0,Norte,F,25000.0
147676.0,N,Prestige,36.0,Metropolitana,M,80000.0
147679.0,N,Clasico,32.0,Metropolitana,M,30000.0
147689.0,N,Emergente,36.0,Metropolitana,M,18000.0
147701.0,N,Preferencial,37.0,Metropolitana,M,117000.0
147720.0,N,Clasico,58.0,Metropolitana,F,15000.0
147722.0,N,Emergente,56.0,Norte,F,25000.0
147743.0,N,Emergente,66.0,Norte,F,99000.0
147744.0,N,Preferencial,45.0,Metropolitana,M,52500.0
147747.0,N,Emergente,41.0,Norte,F,75000.0
147751.0,N,Prestige,42.0,Metropolitana,M,108000.0
147767.0,N,Prestige,57.0,Metropolitana,F,208440.0
147769.0,N,Clasico,37.0,Norte,M,15000.0
147783.0,N,Preferencial,61.0,Metropolitana,M,200000.0
147786.0,N,Clasico,36.0,Metropolitana,M,17000.0
147794.0,N,Emergente,49.0,Norte,M,75000.0
147796.0,N,Clasico,31.0,Norte,F,20000.0
147829.0,N,Mi_Negocio,31.0,Metropolitana,M,400000.0
147832.0,N,Preferencial,62.0,Metropolitana,M,300000.0
147833.0,N,Clasico,52.0,Norte,F,40000.0
147844.0,N,Preferencial,35.0,Metropolitana,M,50000.0
147860.0,N,Preferencial,49.0,Metropolitana,F,600000.0
147861.0,N,Emergente,57.0,Norte,M,53000.0
147867.0,N,Emergente,37.0,Metropolitana,M,21000.0
147907.0,N,Emergente,55.0,Norte,M,300000.0
147910.0,N,Clasico,46.0,Metropolitana,M,5000.0
147916.0,N,Mi_Negocio,44.0,Metropolitana,F,40000.0
147921.0,N,Emergente,29.0,Metropolitana,M,48000.0
147923.0,N,Preferencial,60.0,Metropolitana,F,53000.0
147926.0,N,Preferencial,65.0,Norte,M,308000.0
147945.0,N,Preferencial,59.0,Metropolitana,F,100000.0
147954.0,N,Preferencial,53.0,Metropolitana,M,200000.0
147984.0,N,Preferencial,34.0,Norte,F,300000.0
147999.0,N,Clasico,32.0,Metropolitana,M,6000.0
148006.0,N,Emergente,48.0,Metropolitana,M,32000.0
148017.0,N,Clasico,30.0,Metropolitana,M,30000.0
148020.0,N,Emergente,53.0,Norte,F,105000.0
148022.0,N,Clasico,40.0,Metropolitana,M,12000.0
148030.0,N,Preferencial,39.0,Metropolitana,M,30000.0
148083.0,N,Clasico,32.0,Metropolitana,M,27000.0
148092.0,N,Preferencial,36.0,Metropolitana,M,228000.0
148103.0,N,Emergente,55.0,Metropolitana,F,45000.0
148104.0,N,Clasico,59.0,Norte,M,30000.0
148106.0,N,Clasico,55.0,Norte,F,35000.0
148111.0,N,Preferencial,31.0,Metropolitana,F,120000.0
148124.0,N,Clasico,36.0,Metropolitana,F,45000.0
148133.0,N,Preferencial,63.0,Norte,M,150000.0
148175.0,N,Emergente,52.0,Norte,F,80000.0
148177.0,N,Emergente,60.0,Norte,M,150000.0
148184.0,N,Clasico,35.0,Metropolitana,F,50000.0
148185.0,N,Clasico,35.0,Norte,M,37500.0
148191.0,N,Emergente,33.0,Metropolitana,M,126000.0
148197.0,N,Clasico,57.0,Norte,F,20000.0
148219.0,N,Emergente,36.0,Norte,M,27000.0
148236.0,N,Preferencial,61.0,Norte,M,120000.0
148237.0,N,Emergente,43.0,Metropolitana,M,15000.0
148242.0,N,Clasico,35.0,Norte,M,20000.0
148246.0,N,Emergente,45.0,Metropolitana,M,30000.0
148249.0,N,Emergente,25.0,Norte,M,12000.0
148255.0,N,Mi_Negocio,31.0,Norte,F,45000.0
